global_idx,scenario_id,category,rep_idx,seed,n_taxa,length_nt,theta,rho,beta,alpha,is_recombinant,num_true_trees,num_true_bps,segregating_sites,informative_sites,rhiz_detected,rhiz_num_bps,rhiz_bps,rhiz_time_ms,phi_p_val,phi_detected,maxchi_p_val,maxchi_detected,nss_p_val,nss_detected,phi_suite_time_ms,three_p_val,three_detected,three_time_ms,total_time_ms
135,power_n10_th5_rho16,power,35,21129866,10,1000,5.0,16.0,0.0,inf,True,35,34,13,9,True,1,548,8.2,0.00298,True,0.434,False,0.018,True,16.86,1.0,False,28.24,64.31
136,power_n10_th5_rho16,power,36,21137785,10,1000,5.0,16.0,0.0,inf,True,20,19,17,16,False,0,,5.59,0.0147,True,0.527,False,0.006,True,18.81,1.0,False,28.64,63.55
137,power_n10_th5_rho16,power,37,21145704,10,1000,5.0,16.0,0.0,inf,True,34,33,14,10,False,0,,6.1,0.0093,True,0.326,False,0.026,True,18.41,1.0,False,28.05,62.21
138,power_n10_th5_rho16,power,38,21153623,10,1000,5.0,16.0,0.0,inf,True,32,31,23,14,True,1,322,9.97,0.00355,True,0.062,False,0.004,True,19.63,1.0,False,27.07,67.0
139,power_n10_th5_rho16,power,39,21161542,10,1000,5.0,16.0,0.0,inf,True,40,39,13,9,False,0,,5.33,0.0463,True,0.64,False,0.144,False,17.32,1.0,False,24.67,56.93
140,power_n10_th5_rho16,power,40,21169461,10,1000,5.0,16.0,0.0,inf,True,49,48,18,12,False,0,,5.46,0.0225,True,0.474,False,0.005,True,18.31,1.0,False,22.99,56.73
141,power_n10_th5_rho16,power,41,21177380,10,1000,5.0,16.0,0.0,inf,True,22,21,16,9,False,0,,6.21,0.969,False,0.736,False,0.431,False,18.72,1.0,False,20.92,56.17
142,power_n10_th5_rho16,power,42,21185299,10,1000,5.0,16.0,0.0,inf,True,43,42,18,4,False,0,,7.8,0.5,False,0.729,False,0.656,False,19.26,1.0,False,21.01,58.93
143,power_n10_th5_rho16,power,43,21193218,10,1000,5.0,16.0,0.0,inf,True,33,32,16,10,False,0,,6.04,0.744,False,0.652,False,0.114,False,18.75,1.0,False,26.39,61.33
144,power_n10_th5_rho16,power,44,21201137,10,1000,5.0,16.0,0.0,inf,True,30,29,8,3,False,0,,3.9,1.0,False,0.74,False,1.0,False,14.72,1.0,False,19.86,48.86
145,power_n10_th5_rho16,power,45,21209056,10,1000,5.0,16.0,0.0,inf,True,42,41,17,10,False,0,,4.64,0.752,False,0.578,False,0.501,False,17.79,1.0,False,27.9,60.45
146,power_n10_th5_rho16,power,46,21216975,10,1000,5.0,16.0,0.0,inf,True,40,39,12,6,False,0,,3.82,0.351,False,0.995,False,0.479,False,18.39,1.0,False,28.39,60.72
147,power_n10_th5_rho16,power,47,21224894,10,1000,5.0,16.0,0.0,inf,True,43,42,11,8,False,0,,4.96,0.138,False,0.995,False,0.757,False,19.11,1.0,False,27.93,62.22
148,power_n10_th5_rho16,power,48,21232813,10,1000,5.0,16.0,0.0,inf,True,33,32,16,4,False,0,,5.04,0.159,False,0.659,False,1.0,False,18.28,1.0,False,26.78,59.33
149,power_n10_th5_rho16,power,49,21240732,10,1000,5.0,16.0,0.0,inf,True,18,17,8,5,False,0,,4.71,1.0,False,0.904,False,1.0,False,16.17,1.0,False,21.32,53.71
150,power_n10_th5_rho64,power,0,21248651,10,1000,5.0,64.0,0.0,inf,True,105,104,12,11,False,0,,4.81,1.0,False,0.232,False,1.0,False,16.81,1.0,False,22.32,54.3
151,power_n10_th5_rho64,power,1,21256570,10,1000,5.0,64.0,0.0,inf,True,129,128,17,11,False,0,,6.04,0.132,False,0.9,False,0.023,True,19.6,1.0,False,21.09,58.59
152,power_n10_th5_rho64,power,2,21264489,10,1000,5.0,64.0,0.0,inf,True,130,129,11,10,False,0,,6.61,0.0489,True,0.692,False,0.097,False,16.3,1.0,False,27.32,60.94
153,power_n10_th5_rho64,power,3,21272408,10,1000,5.0,64.0,0.0,inf,True,149,148,12,5,False,0,,5.08,0.179,False,0.425,False,0.2,False,16.71,1.0,False,24.35,57.48
154,power_n10_th5_rho64,power,4,21280327,10,1000,5.0,64.0,0.0,inf,True,132,131,13,8,False,0,,5.68,0.683,False,1.0,False,0.574,False,17.26,1.0,False,27.59,61.81
155,power_n10_th5_rho64,power,5,21288246,10,1000,5.0,64.0,0.0,inf,True,143,142,16,7,False,0,,4.68,0.0303,True,0.163,False,0.126,False,19.12,1.0,False,29.57,64.34
156,power_n10_th5_rho64,power,6,21296165,10,1000,5.0,64.0,0.0,inf,True,139,138,17,11,False,0,,5.7,0.638,False,0.507,False,0.026,True,18.51,1.0,False,27.59,62.35
157,power_n10_th5_rho64,power,7,21304084,10,1000,5.0,64.0,0.0,inf,True,119,118,12,12,False,0,,5.96,0.129,False,0.579,False,0.003,True,17.65,1.0,False,23.38,57.64
158,power_n10_th5_rho64,power,8,21312003,10,1000,5.0,64.0,0.0,inf,True,134,133,19,11,False,0,,6.08,0.0056,True,0.639,False,0.011,True,18.78,1.0,False,20.59,55.59
159,power_n10_th5_rho64,power,9,21319922,10,1000,5.0,64.0,0.0,inf,True,150,149,22,13,False,0,,5.66,0.218,False,0.292,False,0.491,False,20.39,1.0,False,22.14,58.31
160,power_n10_th5_rho64,power,10,21327841,10,1000,5.0,64.0,0.0,inf,True,106,105,15,12,False,0,,6.73,0.0976,False,0.787,False,0.009,True,19.13,1.0,False,27.34,64.78
161,power_n10_th5_rho64,power,11,21335760,10,1000,5.0,64.0,0.0,inf,True,129,128,19,15,False,0,,5.2,0.642,False,0.134,False,0.004,True,19.14,1.0,False,26.85,62.48
162,power_n10_th5_rho64,power,12,21343679,10,1000,5.0,64.0,0.0,inf,True,95,94,9,6,False,0,,4.04,0.0276,True,0.896,False,0.103,False,15.65,1.0,False,26.64,56.76
163,power_n10_th5_rho64,power,13,21351598,10,1000,5.0,64.0,0.0,inf,True,118,117,12,7,False,0,,3.6,0.0841,False,0.403,False,0.126,False,18.08,1.0,False,23.15,55.67
164,power_n10_th5_rho64,power,14,21359517,10,1000,5.0,64.0,0.0,inf,True,143,142,27,18,True,1,624,8.26,2.8e-05,True,0.299,False,0.0,True,22.57,1.0,False,33.88,76.47
165,power_n10_th5_rho64,power,15,21367436,10,1000,5.0,64.0,0.0,inf,True,116,115,9,6,False,0,,5.21,0.921,False,0.624,False,1.0,False,17.1,1.0,False,31.51,64.15
166,power_n10_th5_rho64,power,16,21375355,10,1000,5.0,64.0,0.0,inf,True,108,107,4,1,False,0,,4.1,1.0,False,1.0,False,1.0,False,15.57,1.0,False,29.24,58.8
167,power_n10_th5_rho64,power,17,21383274,10,1000,5.0,64.0,0.0,inf,True,117,116,11,5,False,0,,7.16,1.0,False,0.323,False,1.0,False,16.34,1.0,False,20.66,54.81
168,power_n10_th5_rho64,power,18,21391193,10,1000,5.0,64.0,0.0,inf,True,128,127,10,7,False,0,,4.65,0.285,False,0.98,False,0.197,False,16.32,1.0,False,33.11,66.77
169,power_n10_th5_rho64,power,19,21399112,10,1000,5.0,64.0,0.0,inf,True,137,136,10,4,False,0,,5.82,1.0,False,0.86,False,1.0,False,16.56,1.0,False,34.27,68.18
170,power_n10_th5_rho64,power,20,21407031,10,1000,5.0,64.0,0.0,inf,True,129,128,13,9,False,0,,3.37,0.00234,True,1.0,False,0.004,True,17.21,1.0,False,33.88,65.06
171,power_n10_th5_rho64,power,21,21414950,10,1000,5.0,64.0,0.0,inf,True,157,156,16,8,False,0,,6.0,0.375,False,0.778,False,0.208,False,17.43,1.0,False,28.3,61.77
172,power_n10_th5_rho64,power,22,21422869,10,1000,5.0,64.0,0.0,inf,True,179,178,23,17,False,0,,5.14,0.0256,True,0.087,False,0.061,False,23.63,1.0,False,29.57,69.29
173,power_n10_th5_rho64,power,23,21430788,10,1000,5.0,64.0,0.0,inf,True,148,147,18,11,False,0,,6.23,0.0748,False,0.54,False,0.163,False,20.1,1.0,False,31.0,67.72
174,power_n10_th5_rho64,power,24,21438707,10,1000,5.0,64.0,0.0,inf,True,106,105,8,3,False,0,,5.63,1.0,False,0.913,False,0.664,False,17.3,1.0,False,31.78,65.1
175,power_n10_th5_rho64,power,25,21446626,10,1000,5.0,64.0,0.0,inf,True,131,130,15,6,False,0,,4.73,0.132,False,0.981,False,0.14,False,23.74,1.0,False,24.12,64.94
176,power_n10_th5_rho64,power,26,21454545,10,1000,5.0,64.0,0.0,inf,True,155,154,20,13,False,0,,6.33,0.0114,True,0.603,False,0.001,True,20.35,1.0,False,30.59,68.5
177,power_n10_th5_rho64,power,27,21462464,10,1000,5.0,64.0,0.0,inf,True,99,98,8,3,False,0,,6.73,1.0,False,1.0,False,1.0,False,15.37,1.0,False,32.2,65.84
178,power_n10_th5_rho64,power,28,21470383,10,1000,5.0,64.0,0.0,inf,True,130,129,12,10,False,0,,3.62,0.35,False,0.57,False,0.049,True,17.91,1.0,False,34.59,67.94
179,power_n10_th5_rho64,power,29,21478302,10,1000,5.0,64.0,0.0,inf,True,146,145,13,4,False,0,,6.06,0.5,False,0.987,False,0.656,False,16.98,1.0,False,32.64,66.95
180,power_n10_th5_rho64,power,30,21486221,10,1000,5.0,64.0,0.0,inf,True,129,128,21,15,False,0,,6.54,0.3,False,0.938,False,0.081,False,20.15,1.0,False,25.03,62.0
181,power_n10_th5_rho64,power,31,21494140,10,1000,5.0,64.0,0.0,inf,True,109,108,12,9,False,0,,5.38,0.00376,True,0.574,False,0.004,True,17.62,1.0,False,25.98,59.99
182,power_n10_th5_rho64,power,32,21502059,10,1000,5.0,64.0,0.0,inf,True,130,129,7,3,False,0,,5.8,1.0,False,1.0,False,0.664,False,15.86,1.0,False,26.71,59.34
183,power_n10_th5_rho64,power,33,21509978,10,1000,5.0,64.0,0.0,inf,True,171,170,16,9,False,0,,7.83,0.0384,True,0.27,False,0.022,True,19.53,1.0,False,24.03,60.82
184,power_n10_th5_rho64,power,34,21517897,10,1000,5.0,64.0,0.0,inf,True,162,161,18,10,False,0,,6.38,0.00144,True,0.591,False,0.0,True,19.89,1.0,False,33.2,70.9
185,power_n10_th5_rho64,power,35,21525816,10,1000,5.0,64.0,0.0,inf,True,147,146,17,9,False,0,,7.24,0.543,False,0.879,False,0.276,False,18.64,1.0,False,32.21,69.92
186,power_n10_th5_rho64,power,36,21533735,10,1000,5.0,64.0,0.0,inf,True,175,174,14,9,False,0,,5.26,0.0811,False,0.495,False,0.111,False,18.2,1.0,False,33.32,69.06
187,power_n10_th5_rho64,power,37,21541654,10,1000,5.0,64.0,0.0,inf,True,118,117,13,8,False,0,,4.64,0.298,False,0.534,False,0.09,False,16.63,1.0,False,32.34,64.8
188,power_n10_th5_rho64,power,38,21549573,10,1000,5.0,64.0,0.0,inf,True,140,139,13,4,False,0,,4.91,0.5,False,0.364,False,0.83,False,18.35,1.0,False,26.23,60.6
189,power_n10_th5_rho64,power,39,21557492,10,1000,5.0,64.0,0.0,inf,True,122,121,18,8,False,0,,5.38,0.305,False,0.467,False,0.059,False,19.21,1.0,False,27.19,62.88
190,power_n10_th5_rho64,power,40,21565411,10,1000,5.0,64.0,0.0,inf,True,132,131,16,6,False,0,,6.49,0.00666,True,0.83,False,0.049,True,19.62,1.0,False,28.97,66.22
191,power_n10_th5_rho64,power,41,21573330,10,1000,5.0,64.0,0.0,inf,True,132,131,19,10,False,0,,5.49,0.00665,True,0.564,False,0.006,True,20.47,1.0,False,25.15,60.58
192,power_n10_th5_rho64,power,42,21581249,10,1000,5.0,64.0,0.0,inf,True,154,153,13,9,False,0,,5.59,0.0134,True,0.687,False,0.01,True,18.01,1.0,False,24.17,58.1
193,power_n10_th5_rho64,power,43,21589168,10,1000,5.0,64.0,0.0,inf,True,140,139,13,6,False,0,,4.72,0.199,False,0.998,False,0.179,False,17.37,1.0,False,30.59,63.25
194,power_n10_th5_rho64,power,44,21597087,10,1000,5.0,64.0,0.0,inf,True,109,108,10,7,False,0,,5.17,1.0,False,0.996,False,1.0,False,16.98,1.0,False,31.59,64.47
195,power_n10_th5_rho64,power,45,21605006,10,1000,5.0,64.0,0.0,inf,True,146,145,13,10,False,0,,6.4,0.337,False,0.61,False,0.806,False,17.91,1.0,False,33.37,68.21
196,power_n10_th5_rho64,power,46,21612925,10,1000,5.0,64.0,0.0,inf,True,118,117,13,3,False,0,,4.25,1.0,False,0.265,False,0.664,False,17.86,1.0,False,30.86,63.81
197,power_n10_th5_rho64,power,47,21620844,10,1000,5.0,64.0,0.0,inf,True,115,114,11,7,False,0,,4.67,0.665,False,0.816,False,0.246,False,16.65,1.0,False,30.91,62.02
198,power_n10_th5_rho64,power,48,21628763,10,1000,5.0,64.0,0.0,inf,True,155,154,19,10,False,0,,4.97,0.122,False,0.057,False,0.051,False,18.95,1.0,False,28.22,62.69
199,power_n10_th5_rho64,power,49,21636682,10,1000,5.0,64.0,0.0,inf,True,163,162,18,15,True,1,446,7.97,3.89e-08,True,0.053,False,0.0,True,18.56,1.0,False,26.71,63.66
200,power_n10_th10_rho1,power,0,21644601,10,1000,10.0,1.0,0.0,inf,True,5,4,19,12,False,0,,5.98,1.0,False,0.733,False,1.0,False,20.26,1.0,False,22.09,58.42
201,power_n10_th10_rho1,power,1,21652520,10,1000,10.0,1.0,0.0,inf,True,3,2,14,9,False,0,,5.65,1.0,False,0.168,False,1.0,False,20.3,1.0,False,29.59,66.0
202,power_n10_th10_rho1,power,2,21660439,10,1000,10.0,1.0,0.0,inf,True,5,4,36,25,False,0,,6.54,0.67,False,0.929,False,1.0,False,23.74,1.0,False,29.2,70.07
203,power_n10_th10_rho1,power,3,21668358,10,1000,10.0,1.0,0.0,inf,True,2,1,13,9,False,0,,4.41,1.0,False,0.454,False,1.0,False,16.98,1.0,False,27.2,58.38
204,power_n10_th10_rho1,power,4,21676277,10,1000,10.0,1.0,0.0,inf,True,2,1,20,15,False,0,,5.58,1.0,False,0.127,False,1.0,False,20.09,1.0,False,30.24,66.28
205,power_n10_th10_rho1,power,5,21684196,10,1000,10.0,1.0,0.0,inf,True,3,2,32,25,False,0,,5.71,1.0,False,0.04,True,1.0,False,24.07,1.0,False,27.42,66.65
206,power_n10_th10_rho1,power,6,21692115,10,1000,10.0,1.0,0.0,inf,True,3,2,30,22,True,1,222,10.87,0.47,False,0.098,False,0.355,False,22.49,1.0,False,25.46,69.84
207,power_n10_th10_rho1,power,7,21700034,10,1000,10.0,1.0,0.0,inf,True,4,3,30,20,False,0,,5.7,1.0,False,0.265,False,1.0,False,23.05,1.0,False,26.57,65.38
208,power_n10_th10_rho1,power,8,21707953,10,1000,10.0,1.0,0.0,inf,True,2,1,29,17,False,0,,7.29,1.0,False,0.703,False,1.0,False,22.9,1.0,False,24.57,65.62
209,power_n10_th10_rho1,power,9,21715872,10,1000,10.0,1.0,0.0,inf,True,7,6,29,21,True,2,613;613,10.07,0.0245,True,0.0,True,0.074,False,21.64,3.118657e-05,True,39.1,81.48
210,power_n10_th10_rho1,power,10,21723791,10,1000,10.0,1.0,0.0,inf,True,3,2,24,19,False,0,,5.29,1.0,False,0.179,False,1.0,False,21.64,1.0,False,37.73,76.31
211,power_n10_th10_rho1,power,11,21731710,10,1000,10.0,1.0,0.0,inf,False,1,0,11,3,False,0,,5.47,1.0,False,0.965,False,1.0,False,17.3,1.0,False,41.27,74.47
212,power_n10_th10_rho1,power,12,21739629,10,1000,10.0,1.0,0.0,inf,False,1,0,13,6,False,0,,5.38,1.0,False,0.954,False,1.0,False,16.75,1.0,False,38.65,70.96
213,power_n10_th10_rho1,power,13,21747548,10,1000,10.0,1.0,0.0,inf,False,1,0,19,11,False,0,,6.08,1.0,False,0.956,False,1.0,False,18.42,1.0,False,37.3,71.89
214,power_n10_th10_rho1,power,14,21755467,10,1000,10.0,1.0,0.0,inf,True,3,2,40,9,False,0,,5.13,1.0,False,0.562,False,1.0,False,23.72,1.0,False,29.47,69.9
215,power_n10_th10_rho1,power,15,21763386,10,1000,10.0,1.0,0.0,inf,True,2,1,33,22,False,0,,5.88,1.0,False,0.453,False,1.0,False,23.63,1.0,False,28.3,68.6
216,power_n10_th10_rho1,power,16,21771305,10,1000,10.0,1.0,0.0,inf,True,11,10,51,20,False,0,,7.66,3.83e-06,True,0.132,False,0.001,True,29.05,2.9795014e-05,True,26.62,75.65
217,power_n10_th10_rho1,power,17,21779224,10,1000,10.0,1.0,0.0,inf,False,1,0,19,5,False,0,,5.86,1.0,False,0.975,False,1.0,False,20.49,1.0,False,32.48,69.67
218,power_n10_th10_rho1,power,18,21787143,10,1000,10.0,1.0,0.0,inf,True,5,4,12,6,False,0,,5.46,1.0,False,0.964,False,1.0,False,16.82,1.0,False,34.93,68.24
219,power_n10_th10_rho1,power,19,21795062,10,1000,10.0,1.0,0.0,inf,True,3,2,38,20,False,0,,6.15,1.0,False,0.991,False,1.0,False,23.45,1.0,False,34.95,75.8
220,power_n10_th10_rho1,power,20,21802981,10,1000,10.0,1.0,0.0,inf,False,1,0,31,7,False,0,,5.61,1.0,False,0.405,False,1.0,False,21.26,1.0,False,33.47,70.84
221,power_n10_th10_rho1,power,21,21810900,10,1000,10.0,1.0,0.0,inf,True,3,2,24,23,False,0,,6.21,1.0,False,1.0,False,1.0,False,21.01,1.0,False,34.36,71.5
222,power_n10_th10_rho1,power,22,21818819,10,1000,10.0,1.0,0.0,inf,True,7,6,32,21,False,0,,5.06,1.0,False,0.004,True,1.0,False,22.18,1.0,False,31.9,70.15
223,power_n10_th10_rho1,power,23,21826738,10,1000,10.0,1.0,0.0,inf,True,5,4,36,28,False,0,,5.3,0.232,False,0.443,False,0.009,True,23.17,1.0,False,32.91,71.08
224,power_n10_th10_rho1,power,24,21834657,10,1000,10.0,1.0,0.0,inf,True,2,1,13,3,False,0,,5.28,1.0,False,0.761,False,1.0,False,18.71,1.0,False,23.31,57.62
225,power_n10_th10_rho1,power,25,21842576,10,1000,10.0,1.0,0.0,inf,True,4,3,29,21,False,0,,5.57,1.0,False,0.416,False,1.0,False,22.31,1.0,False,29.78,68.16
226,power_n10_th10_rho1,power,26,21850495,10,1000,10.0,1.0,0.0,inf,True,3,2,16,9,False,0,,5.95,1.0,False,0.489,False,1.0,False,18.04,1.0,False,30.2,64.69
227,power_n10_th10_rho1,power,27,21858414,10,1000,10.0,1.0,0.0,inf,True,2,1,12,8,False,0,,5.14,1.0,False,0.198,False,1.0,False,16.49,1.0,False,29.2,61.67
228,power_n10_th10_rho1,power,28,21866333,10,1000,10.0,1.0,0.0,inf,True,3,2,40,12,False,0,,5.3,0.208,False,0.855,False,0.664,False,23.03,1.0,False,31.2,72.1
229,power_n10_th10_rho1,power,29,21874252,10,1000,10.0,1.0,0.0,inf,True,6,5,59,51,False,0,,5.3,1.0,False,0.704,False,1.0,False,28.79,1.0,False,30.17,74.08
230,power_n10_th10_rho1,power,30,21882171,10,1000,10.0,1.0,0.0,inf,True,3,2,36,13,False,0,,5.08,1.0,False,0.635,False,1.0,False,21.86,1.0,False,30.33,69.36
231,power_n10_th10_rho1,power,31,21890090,10,1000,10.0,1.0,0.0,inf,True,2,1,22,13,False,0,,5.36,1.0,False,0.964,False,1.0,False,19.79,1.0,False,31.22,67.87
232,power_n10_th10_rho1,power,32,21898009,10,1000,10.0,1.0,0.0,inf,True,3,2,34,14,False,0,,5.89,0.274,False,0.186,False,0.029,True,22.54,1.0,False,24.44,64.04
233,power_n10_th10_rho1,power,33,21905928,10,1000,10.0,1.0,0.0,inf,True,2,1,24,16,False,0,,6.65,1.0,False,0.057,False,1.0,False,22.83,1.0,False,29.63,70.66
234,power_n10_th10_rho1,power,34,21913847,10,1000,10.0,1.0,0.0,inf,True,6,5,42,31,False,0,,5.52,1.0,False,0.556,False,1.0,False,27.31,1.0,False,29.12,72.81
235,power_n10_th10_rho1,power,35,21921766,10,1000,10.0,1.0,0.0,inf,True,3,2,26,12,False,0,,6.31,0.7,False,0.356,False,0.407,False,22.53,1.0,False,28.79,68.53
236,power_n10_th10_rho1,power,36,21929685,10,1000,10.0,1.0,0.0,inf,True,6,5,26,2,False,0,,7.61,1.0,False,1.0,False,1.0,False,22.36,1.0,False,30.67,72.17
237,power_n10_th10_rho1,power,37,21937604,10,1000,10.0,1.0,0.0,inf,True,3,2,34,22,False,0,,6.99,0.118,False,0.28,False,0.339,False,25.07,1.0,False,28.98,71.64
238,power_n10_th10_rho1,power,38,21945523,10,1000,10.0,1.0,0.0,inf,False,1,0,22,17,False,0,,6.07,1.0,False,0.41,False,1.0,False,22.64,1.0,False,29.19,67.92
239,power_n10_th10_rho1,power,39,21953442,10,1000,10.0,1.0,0.0,inf,True,3,2,34,24,False,0,,9.42,0.0899,False,0.289,False,0.312,False,27.29,1.0,False,25.4,72.03
240,power_n10_th10_rho1,power,40,21961361,10,1000,10.0,1.0,0.0,inf,True,2,1,33,24,False,0,,7.67,1.0,False,0.423,False,1.0,False,23.54,1.0,False,22.93,65.94
241,power_n10_th10_rho1,power,41,21969280,10,1000,10.0,1.0,0.0,inf,True,3,2,20,14,False,0,,6.28,1.0,False,0.498,False,1.0,False,20.73,1.0,False,25.1,62.7
242,power_n10_th10_rho1,power,42,21977199,10,1000,10.0,1.0,0.0,inf,True,3,2,41,29,False,0,,7.63,1.0,False,0.107,False,1.0,False,24.63,1.0,False,30.25,72.73
243,power_n10_th10_rho1,power,43,21985118,10,1000,10.0,1.0,0.0,inf,True,6,5,23,13,False,0,,6.69,1.0,False,0.952,False,1.0,False,20.02,1.0,False,27.97,65.14
244,power_n10_th10_rho1,power,44,21993037,10,1000,10.0,1.0,0.0,inf,True,4,3,41,34,False,0,,5.31,1.0,False,0.154,False,1.0,False,26.15,1.0,False,31.27,72.19
245,power_n10_th10_rho1,power,45,22000956,10,1000,10.0,1.0,0.0,inf,True,2,1,10,8,False,0,,4.97,1.0,False,0.734,False,1.0,False,17.78,1.0,False,31.3,63.45
246,power_n10_th10_rho1,power,46,22008875,10,1000,10.0,1.0,0.0,inf,True,3,2,37,32,False,0,,5.65,1.0,False,0.586,False,1.0,False,23.7,1.0,False,32.37,72.13
247,power_n10_th10_rho1,power,47,22016794,10,1000,10.0,1.0,0.0,inf,False,1,0,19,8,False,0,,5.86,1.0,False,0.854,False,1.0,False,21.09,1.0,False,30.23,67.6
248,power_n10_th10_rho1,power,48,22024713,10,1000,10.0,1.0,0.0,inf,True,3,2,16,9,False,0,,5.25,1.0,False,0.643,False,1.0,False,19.12,1.0,False,25.81,60.57
249,power_n10_th10_rho1,power,49,22032632,10,1000,10.0,1.0,0.0,inf,True,5,4,30,8,False,0,,6.96,0.00408,True,0.95,False,0.028,True,22.59,1.0,False,23.8,64.3
250,power_n10_th10_rho4,power,0,22040551,10,1000,10.0,4.0,0.0,inf,True,3,2,12,6,False,0,,4.69,1.0,False,0.985,False,1.0,False,16.46,1.0,False,23.9,55.75
251,power_n10_th10_rho4,power,1,22048470,10,1000,10.0,4.0,0.0,inf,True,16,15,24,11,True,1,671,10.38,0.296,False,0.001,True,0.183,False,21.16,1.0,False,23.16,64.87
252,power_n10_th10_rho4,power,2,22056389,10,1000,10.0,4.0,0.0,inf,True,15,14,39,28,False,0,,5.76,0.215,False,0.772,False,0.044,True,23.95,1.0,False,24.13,64.34
253,power_n10_th10_rho4,power,3,22064308,10,1000,10.0,4.0,0.0,inf,True,5,4,21,18,True,1,600,9.52,0.842,False,0.221,False,1.0,False,20.65,1.0,False,30.8,70.94
254,power_n10_th10_rho4,power,4,22072227,10,1000,10.0,4.0,0.0,inf,True,7,6,28,11,False,0,,5.47,1.0,False,0.793,False,1.0,False,22.25,1.0,False,29.73,67.88
255,power_n10_th10_rho4,power,5,22080146,10,1000,10.0,4.0,0.0,inf,True,7,6,23,7,False,0,,4.98,1.0,False,0.436,False,1.0,False,20.84,1.0,False,29.07,65.63
256,power_n10_th10_rho4,power,6,22088065,10,1000,10.0,4.0,0.0,inf,True,8,7,32,30,True,1,680,10.19,4.8e-09,True,0.0,True,0.0,True,24.81,7.4782e-07,True,26.62,71.42
257,power_n10_th10_rho4,power,7,22095984,10,1000,10.0,4.0,0.0,inf,True,8,7,16,6,False,0,,5.89,0.132,False,0.731,False,0.893,False,18.17,1.0,False,26.1,60.45
258,power_n10_th10_rho4,power,8,22103903,10,1000,10.0,4.0,0.0,inf,True,6,5,12,5,False,0,,3.66,1.0,False,0.929,False,1.0,False,17.47,1.0,False,24.34,55.01
259,power_n10_th10_rho4,power,9,22111822,10,1000,10.0,4.0,0.0,inf,True,4,3,6,1,False,0,,2.72,1.0,False,1.0,False,1.0,False,17.6,1.0,False,21.72,53.19
260,power_n10_th10_rho4,power,10,22119741,10,1000,10.0,4.0,0.0,inf,True,17,16,32,23,True,1,491,9.21,0.00134,True,0.001,True,0.141,False,23.15,1.0,False,23.05,66.43
261,power_n10_th10_rho4,power,11,22127660,10,1000,10.0,4.0,0.0,inf,True,7,6,25,13,False,0,,5.81,1.0,False,0.199,False,1.0,False,21.75,1.0,False,33.07,70.8
262,power_n10_th10_rho4,power,12,22135579,10,1000,10.0,4.0,0.0,inf,True,10,9,29,19,False,0,,5.77,0.143,False,0.098,False,0.018,True,21.7,1.0,False,30.55,67.88
263,power_n10_th10_rho4,power,13,22143498,10,1000,10.0,4.0,0.0,inf,True,7,6,42,33,False,0,,5.74,0.000835,True,0.209,False,0.081,False,25.97,1.0,False,29.43,71.46
264,power_n10_th10_rho4,power,14,22151417,10,1000,10.0,4.0,0.0,inf,True,7,6,10,7,False,0,,3.85,1.0,False,1.0,False,1.0,False,17.91,1.0,False,31.11,62.95
265,power_n10_th10_rho4,power,15,22159336,10,1000,10.0,4.0,0.0,inf,True,6,5,18,11,False,0,,5.33,1.0,False,0.586,False,1.0,False,20.26,1.0,False,25.04,61.55
266,power_n10_th10_rho4,power,16,22167255,10,1000,10.0,4.0,0.0,inf,True,6,5,24,12,False,0,,6.39,0.327,False,0.964,False,0.324,False,21.76,1.0,False,24.82,63.27
267,power_n10_th10_rho4,power,17,22175174,10,1000,10.0,4.0,0.0,inf,True,11,10,25,16,True,1,330,9.35,0.00121,True,0.287,False,0.0,True,22.66,1.0,False,21.91,65.21
268,power_n10_th10_rho4,power,18,22183093,10,1000,10.0,4.0,0.0,inf,True,4,3,27,19,False,0,,6.51,1.0,False,0.034,True,1.0,False,21.17,1.0,False,21.66,61.06
269,power_n10_th10_rho4,power,19,22191012,10,1000,10.0,4.0,0.0,inf,True,11,10,26,18,False,0,,6.67,0.151,False,0.722,False,0.416,False,22.03,1.0,False,27.55,66.77
270,power_n10_th10_rho4,power,20,22198931,10,1000,10.0,4.0,0.0,inf,True,15,14,35,15,True,1,576,10.7,1.0,False,0.0,True,1.0,False,23.49,3.7391e-07,True,28.17,73.99
271,power_n10_th10_rho4,power,21,22206850,10,1000,10.0,4.0,0.0,inf,True,5,4,14,6,False,0,,5.64,1.0,False,0.995,False,1.0,False,18.6,1.0,False,26.23,60.23
272,power_n10_th10_rho4,power,22,22214769,10,1000,10.0,4.0,0.0,inf,True,16,15,38,29,True,2,146;403,11.62,0.226,False,0.0,True,0.0,True,23.48,7.4782e-07,True,28.42,75.59
273,power_n10_th10_rho4,power,23,22222688,10,1000,10.0,4.0,0.0,inf,True,10,9,39,22,False,0,,6.97,0.321,False,0.311,False,1.0,False,24.19,1.0,False,23.56,64.78
274,power_n10_th10_rho4,power,24,22230607,10,1000,10.0,4.0,0.0,inf,True,7,6,18,12,False,0,,5.14,1.0,False,0.185,False,1.0,False,19.32,1.0,False,24.33,58.88
275,power_n10_th10_rho4,power,25,22238526,10,1000,10.0,4.0,0.0,inf,True,17,16,34,24,False,0,,5.83,0.0877,False,0.097,False,1.0,False,24.06,1.0,False,23.68,63.63
